StartDate,EndDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q13,Q14,Q15,Q16,Q17,Q18,Q26,Q27,Q28,Q29,Q20,Q21,Q18.1,Q19
2026,2026,227,aa2c789c5d2a261fa6eadc929900b308c2fae5c673213b319ddb8fdea722d611,37.1008,-122.8138,824e6158f3fe9ca2d5f5a900c63904b01bc648d6a92dda58f6b1ebd2c38cd08a,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,8 or more days a month,3-4 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,No,"i'd tell them to be kind to themselves and think about it as a physical response that is pretty common for people to deal with, and something that can be improved","i love public transportation and take the bus and light rail as my number 1 option, and walk mostly everywhere that i'm able to"
2026,2026,154,80ca8bf1d997747e936dc481ebe5cb74b8c7abb4107044dbc9d252c12ea3ebd1,53.166399999999996,-1.9207,8e831cd00341372c0c7463938a55ad43e811a06864abae07d126dc1a13a2003e,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,2-4 days a month,1-2 rides in a typical day,Never,,Yes,Yes,Stand up to your fears and gather up the courage to talk to someone. It will improve your people skills in the long run.,"I love to drive around the city in my car as it is just an easy way to travel. You just get in and drive, without, most of the time, worrying about having trouble parking. You may see traffic, but its not too bad in my area."
2026,2026,215,41b6a8831a41e50742f52f1e57618587ddb9dfabe678f2101aa235669a732a66,46.0299,-74.1304,2698ceeea3b488344028f36ddea21d6f10eb7e9f6f52b45b600f3cb73c5a653e,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,I would tell them to practice speaking through phone calls or to a camera and remember no one is judging them or trying to make them feel uncomfortable. I think the best way to practice is through exposure. Start small and work your way up. ,"My favorite way to get around the city is either train, or though ride share services. It's more calm and relaxed and easily available where I live."
2026,2026,165,85dfbca225406db031186a919cf7b04531f239c1a0667db01fce320369488efb,40.810900000000004,-73.9353,dfc799ffbe5cf562ec1a2df4311b543069f4f257aa839505340a2b6aa04b9d51,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,Just breath because the other person is probably also not completely comfortable,If a city had good public transportation and a walkable city that would be ideal
2026,2026,216,3039bf5d37e473b17dc0c72ceb491973a3d1c583b88a741052f2f1aa6794e690,52.3664,-0.563,1399df779cf74485248614c2917af8b3625885fff62a644f7120d283bd93832a,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,Never,,Yes,Yes,"I'd tell them that no one is judging you as much as you think they are, they're also just trying to get on with things and not make a fool of themselves ","I like to walk whenever possible as I feel you discover more this way that you wouldn't have otherwise seen. If the distance is too long to walk then i'll use the public transport network for instance the tube in London, the subway in new york etc so it depends on what is available wherever I am at the time but I usually prefer these modes as they don't get stuck in traffic on the roads so it's less likely to suffer delays that then throw off your whole days plan"
2026,2026,199,2c0810c05bdcd8a76d41e0f1469ee4e6e8512600e6258b988b6dbe1333b71fd2,42.302800000000005,-89.4571,b77f43ac9d47e74e193b6ca42953e7bed6ba19e78e26c63af969b3570ee40d79,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,No,Yes,Remember they are humans too. Take a couple of deep breaths before starting.,Uber is my usual choice. Especially at night. The city isn't safe anymore so walking is rare.
2026,2026,228,536d2d22e919d0e0897c3ddcab8c81ef5502034cbca681e3a9bae7007f23a402,54.83,-5.968,24aec908fc451525c562f3c971195b9b6b62b596a3e9dc18f5531b440898d4ab,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,Never,,Yes,No,That it just takes time to grow in confidence to get rid of the nervousness and too start small with only acquaintances of friends and not full strangers,this really comes down to a city by city basis. There is some cities i don't mind driving around or catching public transport or some cities public transport and getting around is so terrible its worth while just to walk
2026,2026,236,e9429f96dd32aa1a09afed2090948c89eb604d26e687f0942f266ff1b37c2ea3,32.1123,-84.2715,5b63c889cdfa49c22fc68663ef6c7b84e08c9a4af3bd10dbc1807ae9d71838a5,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,Just take some deep breaths and talk about things you know and are comfortable with,I drive out car. It's easier to get where I want to go and arrive/leave when I want to.
2026,2026,217,1c2abb57bec237da624b0066476f556e03fcacf98cf9f8f3461695875dfa926f,35.2671,-86.4561,688a7c86a1dd4cb7a395ecd05e2c45a2ade60adce8b3ca99c24a2aa67b2bdefe,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,I totally understand that feeling. I think it’s important to remember that the other person might be feeling just as nervous as you are. Just do your best to be yourself and you will be fine!,Driving yourself is really the only way to get around in my city. There’s isn’t much public transportation available. 
2026,2026,207,f820ebd1bb4c4076c71660b613a8497c79e1ff213a7ef4f1f4561d51f2bbcfec,37.1742,-90.81819999999999,c56a08b32398a2374e9c5e82c2d9dae2a8846b7818616ea7aa1fa0a63065f399,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,2-4 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"I would tell them to imagine that all people, regardless of who they are, are no better than anyone else. The person you are talking to is probably just as nervous as you are, so in that you are already alike.","In my local small town, I drive my own car around, as it's much easier for me. However, when I am in a larger urban area, where traffic is more intense, and parking is limited or expensive, I will use taxis, or ubers."
2026,2026,221,b73db908b0fd4b59805e26cfd72267296b3d548ab7f1bd2ec97708cbe84e60e2,38.0619,-121.0619,5c983274017a8cdedc3d7e32040d89e6d17f0ed582410ecbaf0c1c08aeb9ca3d,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"I would tell them that it's okay to be nervous, that the important thing is to push through that discomfort and communicate anyway. The way we learn and grow as human beings is through exposure to other human beings.","My ideal way to get around my city would be to take public transportation. I strongly believe that we should all be doing the best we can for the environment. Unfortunately, I live in a rural area that doesn't offer much in public transportation, and so I am left with no choice but to drive my own car."
2026,2026,253,43c439544d3eeed00a3010219a68908c36dc0463c0428c1eae6f7e2ce5a0a49d,41.0186,-87.1888,79a7690ded603d7a1fdd9aba77ef07ee3e4ebd7bbb96773783b56a76b4dd5277,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,4-8 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"Just take it slow. Try to formulate your thoughts and think before speaking so you won't make a mistake. If you speak without thinking, you could make a wrong first impression and could rub people the wrong way.","My ideal way to get around my city is taking public transportation whether it be the bus or train. Living in Chicago, it's the best form of transportation. We have the CTA which connects to all over the city and neighborhoods outside of it. Arrival times can easily be found on the CTA tracker website, making planning easy."
2026,2026,170,ad658dbdd18a0f90372600d638304decc22c471ab5f2c521e595fc97f7e39dd8,51.2309,0.14440000000000003,cda2d5911c5fefe5d8650ddc6c3015d9dbc7991707a9306522f7c9873605d955,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,4-8 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"I would tell them to try and relax and not overthink what is being said - do not over compensate for silence either as that makes the situation even harder to manage, be yourself and try not too focus too much on thinking about what to say, let it flow naturally.  ","My ideal way to get around my city is definitely by car, as the public transport within my city is very unreliable and quite busy due to this and living in a busy area."
2026,2026,256,1fa54b09a1f26bf93daa11a44b98b164b33898bc6ace32d9ea237e8e244421ff,50.9184,-4.576,95ed67f67dae85a33b5f68f5e50bf019dffb7409de52a177f0ce4ccebe52e847,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,8 or more days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,My advice would be to stand talk and act confident. The other individual that you are talking to are more than likely feeling just as nervous as you are. After the conversation gets flowing you will soon feel relaxed. ,"I prefer to use my own vehicle for transportation around my city. We are largely overcrowded and it can be difficult to get onto public transport i.e bus, uber lifts etc. The only negative to driving my own vehicle is that it is not always easy to park due to lack of parking spaces. "
2026,2026,248,1dfee2e893070a20f3c7d4a2902e203a5c0181cec32247429bb25a5621deeab5,39.886900000000004,-76.7103,d1877c807e7cfbd218196d57f1dd184643863d06e6363579390683fd2ae81cc5,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,Yes,Yes,Hello. That is normal for someone to feel. I think the best way is to start being involved in small group talks and they get bigger with time as your courage grows more and more.,I mostly prefer using rideshare apps. This is because I think they know the city so well than I do.
2026,2026,142,8dc305a3ce1c25a80baf641cd9746aa782e40291d492a329c70233ef64ed540e,38.7159,-85.41,2d4ac125c9c68840a8575bd1668214b40367b4f534f739c84503e268fdd52d5a,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,2-4 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"I would recommend they not put so much pressure on the conversation. If it doesn't go well, you don't likely have to every see that person again. ",I like to walk around my city because it allows me to see the sights and be present in the moment.
2026,2026,243,a148935acbdb03fda04446e0afbfaa3874850475c82fb7fc4b34dc2db75ecab0,54.0266,-114.23429999999999,4c996e124e4b93ec09b007d5e70fe8d5036b517c3009cd610cda7a9c0c982328,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,8 or more days a month,1-2 rides in a typical day,8 or more days a month,1-2 rides in a typical day,Yes,Yes,"I would say they should just try to imagine the new person as someone that is not a stranger, then the conversation will flow easily",i use google maps because it is tested and trusted
2026,2026,243,5bad127023fc8eaebc1fffcb22ee280e0997ee29b831633f5418d47d1d4ce704,53.3524,-1.8663,f4fa246669e4ceed3cab6495c86cd5552d430f7da0c09f154271de041d62f55d,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,8 or more days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,No,Id tell them that refusing to act upon the urge to talk when its the right moment to do so will be something they regret since im talking from experience ,I like using transports strategically so i dont get cramed into a busy bus i like to chose times when their are no pasengers interupting my comfort  in the hurying to their daily routing like going to school or work
2026,2026,268,449703fd085cd712b527d3c26821074757caf1e362db911cb11f019d5eb2345b,41.3856,-73.94109999999999,a08338b44f7708b19fd1f8bb6ef8842b1473b9b189e97f264cb66f7e87caa68c,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,8 or more days a month,3-4 rides in a typical day,2-4 days a month,3-4 rides in a typical day,Yes,Yes,Keep calm and just be yourself everyone is here to make you feel comfortable ,I like to drive my car when getting around the city 
2026,2026,242,548610cc19546c7a407db79ed0584dfd271bde27875c2b94c149a7fd336092dd,33.846,-83.524,d3453828230e10570666932b2c528d8f73ec585747442e2f609697e32a175704,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,My friend needs to master courage and air his or her opinions not being scared.,My ideal way to get around the city is when I am driving myself and using google map.
2026,2026,283,4c190029708ab879b36e4521f34425ccd125162361b81654fd2ddada2373d0f5,43.2029,-96.406,28367bc595c10685c5017797915166ee4da391772e4ffb91cff563f21955a25c,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,3-4 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,No,"Keep in mind that you're new to them too, and that they have real no expections of you to be any certain way. It always helps me to imagine I'm coloring on a blank piece of paper when I talk to new people and how much I contribute and what color I use is up to me and comparable to nothing else on the paper.","My ideal way to get around the city is on the public transit. It's more economically sound, I get to just enjoy the view and even meditate and I get anxiety in traffic during rush hours when I'm driving."
2026,2026,258,175608a2cd41970ea8d347546404b9a1c5785c5387506c5a59a98571c8d90d0f,40.0143,-85.1082,745f89352168dab163ec0ac326a2cd7c939e20d2a2d772914acec24c1514ad47,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,0-1 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,I'd tell them to remember that many of the things we're thinking during the conversation are likely not even what others are thinking about them,My ideal way is driving to get around. Unfortunately the public transportation isn't the best so it is easier to drive.
2026,2026,243,ec85e9585fc4e43f334cef870a02643f3ced5d8d02a65b1d1034988ac74a566b,51.248000000000005,-3.8706,35318e96d9b881e070c4e3197b0078f084d77f314e457e48d4a138467510c821,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"Be yourself, they're probably just as nervous meeting you.",Ideally I would like an integrated public transport system.
2026,2026,231,b302bfb457a4b19c862ae3d67ae33f7b361adf9027789217a54f800531e0d145,51.203900000000004,0.804,d6a834baa0974b6ce96253ca7ee18e245fc7faa14a1daf485be3765e590a93da,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,No,No,Just pretend to be bolder than you are. Act like you're confident and that you already know these people like old friends. Fake it till you make it.,"Walking. I can take my time, take my own route and not have to worry about traffic or public transport delays."
2026,2026,264,23319d91e2ad96bada31d79a9a76060bfcda420e2d3317f1cba1913fdf8902a3,45.32599999999999,-65.6198,95589e45838f097214c07c089ccbc4ab8c006c5ff052d1200354c96adfc97a19,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,2-4 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"I would tell them that feeling nervous around new people is very common and doesn't mean anything is wrong with them. Most people are focused on their own thoughts and are usually happy when someone starts a friendly conversation. I will give them the tips i use, help them build their confidence and encourage them.","My ideal way to get around my city is by driving a car. It gives me the freedom to travel whenever I want without depending on bus schedules or waiting for rides. Sometimes i get bored and want to see or meet new people, i take the train, bus or ride. The bus or train also helps me to save."
2026,2026,277,f6d702204203070211c210ca34a43e35ff651ca763871477976be02d790a55e3,54.181200000000004,-2.9425,7e302e00ae17d666575bc5cf542a77f3597bcc9b8647aa3077ce0e248c42b8aa,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"I would suggest that they consider that old saying, ""Feel the Fear and do it anyway""",Depending on the city really.  If in London I would use the tube
2026,2026,257,0108cbdd587f10b5dbeaef0b196e14651ae3a6531e80e32480593195c6bbb5b4,51.250400000000006,-114.75150000000001,f844b759e28f8984d563890f25ef124b3895c11c66a886cd119d41dd48146356,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,0-1 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"try not to worry so much about how you're being perceived, chances are the other people are also paying attention to themselves and how they're coming off. They're not looking to judge you",driving myself is ideal because I'm not dependent on anyone else's schedule and I can go where I want when I want to in a short amount of time.
2026,2026,283,006e1682d13ccbf30f250e4009c97e6d9deb5291f186239ec4419c324733d7fe,39.5273,-86.9175,f9f9a78004affb6a32f1cb1195de363286b19c88822b1433b371a65c5ce8f059,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,Just remind yourself they may be nervous as well. Just be yourself and try to focus on asking questions about them or sticking to whatever the topic is.,"I would prefer to either drive around my city or if it's downtown, then walk around the city. One is healthier and allows you to see everything, driving is faster and more convenient."
2026,2026,280,292115af80efd88c7c68369114fa8404f4debfa1555988bd0d8f994bfa05c756,35.5711,-85.9596,ca7e199d6281489dd6b9675cb7effec47eaceae0834240c687e2a7dbf6063fdc,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,I would tell them that the only thing that is stopping them is themselves. Ignore how other people are going to perceive you. ,I drive a car and i prefer it because i enjoy being able to be in my own space.
2026,2026,301,d4dbe9527d7da5fd11ad74538e520ed5422d85e1129767508852faaaceda4870,54.042300000000004,-8.830400000000001,21e912ebf7857c343510fd53b5c3fbf79f5ce4b4804d22d7525d783be87a0cec,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,2-4 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,I would suggest that they practice it by talking to new people at work as I feel thats a more easier situation to talking to new people as you don't have to think of a random topic it can just be work related.,I prefer to drive me car as I don't like being in too much traffic while using public transportation.
2026,2026,282,55e77963e9c8c27814f76ef57078d280997f882dd9a846248b07a58525d25fd5,53.772,-2.303,8bf270eafbb0894e4b0c7cbb3c4ad83eaaf59cf0b82ac087702d3c3b78bd3d7c,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,To apply CBT techniques and incrementally improve your exposure to increasingly difficult social situations and generally get yourself out there more and go out of your comfort zone and make it a regular thing to speak to new people so that it becomes apart of your routine.,My ideal way is to drive my own car as it feels more like an adventure and freedom fulfilling... although parking can become a problem that is a part of the fun almost for me... driving in a city allows me to get around whenever and wherever I want in my own comfortable space and it almost feels like an extension of home.
2026,2026,302,6433765bc247d66b5792b90829e2965c83cfcffd01afbc4618fa2b83d3554a13,38.300999999999995,-97.042,2bc2ff887a983471845d3d81ac8964e332a97099ecae176666c0ee714e2e35a6,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,2-4 days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,Yes,Yes,"i would advice them to start with people around them, like maybe introduce them to my friends and see how it goes ","i prefer driving myself, it is convenient with every stop i need and also incase i have luggage"
2026,2026,270,559c50561b6e7ffd38809fe2c20bb5a35b100912faa2989ed4939f311fe47d95,40.0288,-80.5551,9e0bf9191866736d9b6bc34a5502ded842e89530ce36fcdae1535b77bed9ee2e,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,2-4 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"Everyone is their own person having their own experience. Getting to know each other and having genuine human interaction is what being alive is all about! Even if you're nervous, it's ok! Someone else might be nervous, too! Once you get talking, it'll get easier and you'll learn more about other people and about yourself during the experience. ",My car because it's my own and I can turn the A/C and seat heaters up and play my own music. 
2026,2026,291,65c5731910cde2719b64d083c196c4c3f125245fee8c6fe38f1c004be47b4bbe,44.479000000000006,-78.8357,5db6bc6e5109e296d47c1254d3693d0269a21bb64359f25b9013517834d551ad,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,8 or more days a month,3-4 rides in a typical day,8 or more days a month,5-6 rides in a typical day,Yes,Yes,STAY CALM AND RELA AS EVEYTHING DOES NOT REQUIRE PRESSURE AND ANXIETY TO ACHIEVE,I LOVE TO GO BY BUS OR TRAIN BECAUSE ITS AORDABLE AND SIMPLE
2026,2026,277,5ad07b7c41366dfcd8489ab35dc95696bc36fb22716f5e035a4c7a4c78d0dcd4,45.428799999999995,-123.5321,b39e5f78e728ac5bd37a3fb4750263535cc7befc0a7cb71fda2bbf52e851ad48,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"Just ask them questions about themselves, and listen to what they're actually saying, and ask follow-ups; people love talking about themselves and the longer they're talking, the less you have to talk.","When I was living in NYC for several years, I LOVED taking the subway. I've since moved to another city with less robust public transportation offerings, BUT the city is also much smaller and I can get to nearly everything I need by foot. Otherwise, I'll take a bus if my destination is off a bus line, or if it's not or it's a weird time of day and there are no bus lines, I'll take a Lyft as my least preferred method."
2026,2026,290,17de1d679f800833555cf9c904ee037e9b48474fdea37587bfa8c974f49e4d58,50.9681,-4.7623999999999995,3930f2834318026ee6c78f6f37a83fcee45b5c9cd0d56e9b3787737169f3cc64,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,To be yourself and feel confident with your opinion. Come across as friendly and hopefully the other person will feel more at ease which should make for a more relaxed conversation.,By car. We live in a rural area so not difficult to park or cope with the traffic. Buses are not very frequent and don't run late into the evenings.
2026,2026,280,51f8dcb45e3c5bc15546936cc39017c0c62fb3602054ee588dd3bef8c86aa423,51.7272,-1.5873,d1e0cd23c596f966495ec206e2fce6c640b8c128f169b56f837ef6921420f077,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"I'd say that I feel the same. I remember someone telling me that if you feel uncomfortable witha person, imagine them sitting in their underwear.","If it's my own town, I prefer to walk there. If I'm going further afield, I much prefer to take the train than drive myself."
2026,2026,274,207d9ff27de93d3f02ff1506835bb5e47a865fc32a09a5828a4fbfd1c96f5fff,48.2022,3.7642,88e271cadaeae900779984cbe96fac749c1d624d58c222819024cedd0e6b711c,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,2-4 days a month,3-4 rides in a typical day,Never,1-2 rides in a typical day,No,Yes,"As a nervous person myself, it is very difficult to become less nervous. However, taking deep breaths, closing my eyes for a bit and « rehearsing » the upcoming conversation helps a little.","My ideal ways to get around my city are ways that don’t involve interacting with strangers. Going out with my parents by car, or alone, walking, bikin; these are my ideal ways."
2026,2026,310,982c0b4f95c6daf7f444fd2e71041b77d752212be707a5af8389d7514d0b20ac,29.405900000000003,-93.13850000000001,0249e61e3a173da6ac2e5417f91dd474d39bec678466a100bb57fde389020a6b,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"I get it, but the worst-case scenario isn't that bad. Speak when you have something to say, and be quiet when you're not feeling it.","I like to drive. I usually have a mental plan of how I want to do things, and driving lets me be in control. Not to mention that I've never been on any public transportation, not even a school bus."
